,ИД,Факультет,Направление,год поступления,статус,Unnamed: 5,дата изменения,выпуск
23554,309795,ФБ,09.03.03 Прикладная информатика,2010.0,1,учится,129 days,отчислен
23555,309795,ФБ,09.03.03 Прикладная информатика,2010.0,-1,отчислен,233 days,отчислен
23556,309795,ФБ,09.03.03 Прикладная информатика,2010.0,1,учится,504 days,отчислен
23559,309802,АВТФ,09.03.01 Информатика и вычислительная техника,2010.0,-1,отчислен,0 days,отчислен
23560,309802,АВТФ,09.03.01 Информатика и вычислительная техника,2010.0,1,учится,168 days,отчислен
23561,309802,АВТФ,09.03.01 Информатика и вычислительная техника,2010.0,-1,отчислен,532 days,отчислен
23562,309802,АВТФ,09.03.01 Информатика и вычислительная техника,2010.0,1,учится,725 days,отчислен
23569,309826,ФГО,41.03.01 Зарубежное регионоведение,2010.0,-1,отчислен,0 days,отчислен
23570,309826,ФГО,41.03.01 Зарубежное регионоведение,2010.0,1,учится,147 days,отчислен
23571,309826,ФГО,41.03.01 Зарубежное регионоведение,2010.0,-1,отчислен,374 days,отчислен
23583,309866,ЗО ИДО,24.05.07 Самолето- и вертолетостроение,2010.0,-1,отчислен,0 days,выпустился
23584,309866,ЗО ИДО,24.05.07 Самолето- и вертолетостроение,2010.0,1,учится,308 days,выпустился
23600,309920,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,2,ак. отпуск,0 days,отчислен
23601,309920,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,204 days,отчислен
23602,309920,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,-1,отчислен,405 days,отчислен
23610,309938,РЭФ,11.03.02 Инфокоммуникационные технологии и системы связи,2010.0,2,ак. отпуск,0 days,выпустился
23611,309938,РЭФ,11.03.02 Инфокоммуникационные технологии и системы связи,2010.0,1,учится,104 days,выпустился
23619,309959,ФМА,15.03.04 Автоматизация технологических процессов и производств,2010.0,2,ак. отпуск,0 days,отчислен
23620,309959,ФМА,15.03.04 Автоматизация технологических процессов и производств,2010.0,1,учится,327 days,отчислен
23621,309959,ФМА,15.03.04 Автоматизация технологических процессов и производств,2010.0,3,переведен,350 days,отчислен
23624,309966,ФГО,37.03.01 Психология,2010.0,5,повт. обучение,0 days,отчислен
23625,309966,ФГО,37.03.01 Психология,2010.0,1,учится,124 days,отчислен
23640,309989,ЗО ИДО,24.05.07 Самолето- и вертолетостроение,2010.0,1,учится,0 days,выпустился
23658,310060,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,-1,отчислен,0 days,отчислен
23659,310060,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,213 days,отчислен
23660,310060,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,-1,отчислен,371 days,отчислен
23662,310069,МТФ,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2010.0,-1,отчислен,0 days,отчислен
23663,310069,МТФ,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2010.0,1,учится,62 days,отчислен
23664,310069,МТФ,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2010.0,-1,отчислен,370 days,отчислен
23674,310120,ФМА,38.03.02 Менеджмент,2010.0,2,ак. отпуск,0 days,отчислен
23675,310120,ФМА,38.03.02 Менеджмент,2010.0,1,учится,631 days,отчислен
23676,310120,ФМА,38.03.02 Менеджмент,2010.0,3,переведен,634 days,отчислен
23683,310133,ФГО,39.03.01 Социология,2010.0,-1,отчислен,0 days,выпустился
23684,310133,ФГО,39.03.01 Социология,2010.0,1,учится,504 days,выпустился
23688,310146,ЮФ,40.03.01 Юриспруденция,2010.0,-1,отчислен,0 days,отчислен
23689,310146,ЮФ,40.03.01 Юриспруденция,2010.0,1,учится,111 days,отчислен
23690,310146,ЮФ,40.03.01 Юриспруденция,2010.0,1,учится,490 days,отчислен
23699,310167,ФГО,39.03.02 Социальная работа,2010.0,-1,отчислен,0 days,отчислен
23700,310167,ФГО,39.03.02 Социальная работа,2010.0,1,учится,104 days,отчислен
23701,310167,ФГО,39.03.02 Социальная работа,2010.0,-1,отчислен,348 days,отчислен
23702,310171,РЭФ,11.03.02 Инфокоммуникационные технологии и системы связи,2010.0,-1,отчислен,0 days,отчислен
23703,310171,РЭФ,11.03.02 Инфокоммуникационные технологии и системы связи,2010.0,1,учится,105 days,отчислен
23707,310173,ФЛА,24.03.04 Авиастроение,2010.0,2,ак. отпуск,0 days,выпустился
23708,310173,ФЛА,24.03.04 Авиастроение,2010.0,1,учится,119 days,выпустился
23709,310173,ФЛА,24.03.04 Авиастроение,2010.0,-1,отчислен,634 days,выпустился
23712,310179,ФГО,41.03.01 Зарубежное регионоведение,2010.0,-1,отчислен,0 days,отчислен
23713,310179,ФГО,41.03.01 Зарубежное регионоведение,2010.0,1,учится,60 days,отчислен
23714,310179,ФГО,41.03.01 Зарубежное регионоведение,2010.0,-1,отчислен,62 days,отчислен
23725,310234,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,2,ак. отпуск,0 days,выпустился
23726,310234,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,328 days,выпустился
23727,310234,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,-1,отчислен,475 days,выпустился
23745,310299,ФГО,41.03.01 Зарубежное регионоведение,2010.0,-1,отчислен,0 days,отчислен
23746,310299,ФГО,41.03.01 Зарубежное регионоведение,2010.0,1,учится,46 days,отчислен
