,PK,SEMESTER,DNAME,TYPE,MARK,GRADE,BALLS,EXAM_DATE
32161,309826,3,Экономика стран Восточной Азии,экз,ня,,,2013-01-16 00:00:00
32162,309826,3,Политология,экз,ня,,,2013-01-20 00:00:00
32163,309826,4,Теория международных отношений,зач,ня,,,2013-06-07 00:00:00
32164,309866,1,Химия,зач,3,E,52.0,2014-10-17 00:00:00
32165,309866,1,Иностранный язык,зач,з,C,73.0,2014-10-17 00:00:00
32166,309866,1,Введение в специальность,зач,з,C,75.0,2014-10-17 00:00:00
32167,309866,1,Политология,зач,з,C-,70.0,2014-10-17 00:00:00
32168,309866,1,Информатика,зач,з,D,60.0,2014-10-17 00:00:00
32169,309866,1,Инженерная графика,зач,з,E,52.0,2014-10-17 00:00:00
32170,309866,1,Математический анализ,экз,3,E,51.0,2014-10-17 00:00:00
32171,309866,1,Линейная алгебра,экз,3,E,52.0,2014-10-17 00:00:00
32172,309866,1,Начертательная геометрия,экз,3,E,52.0,2014-10-17 00:00:00
32173,309866,1,История,экз,3,E,55.0,2014-10-17 00:00:00
32174,309866,1,Физическая культура и спорт,зач,з,,,2017-07-12 00:00:00
32175,309866,2,Информатика,зач,з,C-,72.0,2014-10-17 00:00:00
32176,309866,2,Инженерная графика,зач,з,D,65.0,2014-10-17 00:00:00
32177,309866,2,Учебная практика 1,прак,5,A+,99.0,2014-10-17 00:00:00
32178,309866,2,Философия,экз,3,D,65.0,2014-10-17 00:00:00
32179,309866,2,Конструкция летательных аппаратов,экз,4,C+,75.0,2014-10-17 00:00:00
32180,309866,2,Иностранный язык,зач,з,C,72.0,2014-12-23 00:00:00
32181,309866,2,Математический анализ,экз,3,E,50.0,2015-12-01 00:00:00
32182,309866,2,Физическая культура и спорт,зач,з,,,2017-07-12 00:00:00
32183,309866,3,Физика,экз,3,C-,70.0,2015-01-26 00:00:00
32184,309866,3,Информатика,КР,4,C,73.0,2015-02-16 00:00:00
32185,309866,3,Материаловедение,зач,3,E,50.0,2015-02-16 00:00:00
32186,309866,3,Культура и личность,зач,з,D,65.0,2015-02-16 00:00:00
32187,309866,3,Агрегаты и системы летательных аппаратов,зач,з,E,55.0,2015-02-16 00:00:00
32188,309866,3,Инженерная графика,зач,3,D-,60.0,2015-03-10 00:00:00
32189,309866,3,Информатика,зач,4,C,73.0,2015-03-16 00:00:00
32190,309866,3,Иностранный язык,зач,з,D,65.0,2015-04-13 00:00:00
32191,309866,3,Теоретическая механика,экз,4,C,75.0,2015-11-11 00:00:00
32192,309866,3,Математический анализ,экз,3,E,52.0,2015-12-14 00:00:00
32193,309866,3,Физическая культура и спорт,зач,з,,,2017-07-12 00:00:00
32194,309866,4,Термодинамика и теплопередача,зач,3,D,63.0,2015-06-18 00:00:00
32195,309866,4,Физика,экз,3,E,50.0,2015-06-23 00:00:00
32196,309866,4,Теория вероятностей и математическая статистика,зач,3,D,65.0,2015-07-09 00:00:00
32197,309866,4,Иностранный язык,зач,з,C,73.0,2015-07-09 00:00:00
32198,309866,4,Технология конструкционных материалов,экз,4,B-,80.0,2015-07-09 00:00:00
32199,309866,4,Сопротивление материалов,экз,4,C,75.0,2015-07-09 00:00:00
32200,309866,4,Теоретическая механика,экз,4,C,75.0,2015-11-11 00:00:00
32201,309866,4,Физическая культура и спорт,зач,з,,,2017-07-12 00:00:00
32280,309920,1,"Начертательная геометрия, инженерная графика",экз,ня,,,2011-01-30 00:00:00
32281,309920,1,Высшая математика,экз,ня,,,2011-02-04 00:00:00
32282,309920,1,Физико-технические основы электроэнергетики,экз,ня,,,2011-02-12 00:00:00
32283,309920,1,Введение в направление,зач,ня,,0.0,2012-01-12 00:00:00
32284,309920,1,Линейная алгебра и аналитическая геометрия,экз,ня,,0.0,2012-01-17 00:00:00
32285,309920,1,Математический анализ,экз,ня,,0.0,2012-01-17 00:00:00
32286,309920,1,Иностранный язык,зач,ня,,0.0,2012-01-26 00:00:00
32287,309920,1,История,зач,ня,,0.0,2012-01-29 00:00:00
32288,309920,1,Инженерная графика,зач,ня,,0.0,2012-01-30 00:00:00
32289,309920,1,Линейная алгебра и аналитическая геометрия,экз,ня,,0.0,2012-01-30 00:00:00
32290,309920,1,Математический анализ,экз,ня,,0.0,2012-01-30 00:00:00
32291,309938,1,Математический анализ,экз,2,FX,,2011-01-14 00:00:00
32292,309938,1,Линейная алгебра,экз,4,C+,77.0,2011-01-19 00:00:00
32293,309938,1,Физика,экз,2,,,2011-01-24 00:00:00
32294,309938,1,Математический анализ,экз,2,,,2011-02-01 00:00:00
32295,309938,1,Математический анализ,экз,3,E,55.0,2011-02-16 00:00:00
32296,309938,1,Физика,экз,2,,,2011-02-26 00:00:00
32297,309938,1,Физика,экз,3,E,55.0,2011-03-25 00:00:00
32298,309938,1,Иностранный язык,зач,з,C+,77.0,2013-01-01 00:00:00
32299,309938,1,Физическая культура,зач,з,D+,70.0,2013-01-01 00:00:00
32300,309938,1,Деловой русский язык,зач,з,E,59.0,2013-01-01 00:00:00
32301,309938,1,Введение в специальность,зач,ня,,,2013-01-01 00:00:00
32302,309938,1,Информатика,зач,ня,,,2013-01-01 00:00:00
32303,309938,1,Культура и личность,зач,ня,,,2013-01-01 00:00:00
32304,309938,1,Математический анализ,экз,3,E,55.0,2013-01-01 00:00:00
32305,309938,1,Физика,экз,3,E,55.0,2013-01-01 00:00:00
32306,309938,1,История,экз,4,B-,80.0,2013-01-01 00:00:00
32307,309938,1,Линейная алгебра,экз,4,C+,77.0,2013-01-01 00:00:00
32308,309938,1,Информатика,зач,4,B,85.0,2013-04-15 00:00:00
32309,309938,1,Иностранный язык,зач,з,B-,80.0,2013-05-21 00:00:00
32310,309938,1,Введение в специальность,зач,з,A,94.0,2013-05-30 00:00:00
32311,309938,2,Физическая культура,зач,з,,,2011-06-09 00:00:00
32312,309938,2,Математический анализ,экз,3,E,55.0,2011-06-21 00:00:00
32313,309938,2,Физика,экз,2,,,2011-06-27 00:00:00
32314,309938,2,Физика,экз,3,E,55.0,2011-09-08 00:00:00
32315,309938,2,Инженерная и компьютерная графика,зач,3,D+,67.0,2013-01-01 00:00:00
32316,309938,2,Иностранный язык,зач,з,B-,80.0,2013-01-01 00:00:00
32317,309938,2,Физическая культура,зач,з,D+,69.0,2013-01-01 00:00:00
32318,309938,2,Правоведение,зач,ня,,,2013-01-01 00:00:00
32319,309938,2,Учебная практика,прак,ня,,,2013-01-01 00:00:00
32320,309938,2,Математический анализ,экз,3,E,55.0,2013-01-01 00:00:00
32321,309938,2,Физика,экз,3,E,55.0,2013-01-01 00:00:00
32322,309938,2,Информатика,экз,ня,,,2013-01-01 00:00:00
32323,309938,2,Экономическая теория,экз,ня,,,2013-01-01 00:00:00
32324,309938,2,Информатика,экз,4,B-,81.0,2013-05-15 00:00:00
32325,309938,2,Учебная практика,прак,5,B+,89.0,2013-05-29 00:00:00
32326,309938,2,Правоведение,зач,з,C-,70.0,2013-06-01 00:00:00
32327,309938,2,Экономическая теория,экз,3,E,50.0,2013-09-14 00:00:00
32328,309938,3,Физическая культура,зач,з,C,73.0,2011-12-28 00:00:00
32329,309938,3,Физические основы электроники,экз,2,FX,40.0,2012-01-16 00:00:00
32330,309938,3,Физика,экз,3,E,55.0,2012-01-20 00:00:00
32331,309938,3,Физические основы электроники,экз,3,E,55.0,2012-02-08 00:00:00
32332,309938,3,Физическая культура,зач,з,C,73.0,2013-01-01 00:00:00
32333,309938,3,Информатика (спец. главы),зач,ня,,,2013-01-01 00:00:00
32334,309938,3,Организационная психология,зач,ня,,,2013-01-01 00:00:00
32335,309938,3,Социальные технологии,зач,ня,,,2013-01-01 00:00:00
32336,309938,3,Математический анализ,экз,3,E,51.0,2013-01-01 00:00:00
32337,309938,3,Теория электрических цепей,экз,3,E,55.0,2013-01-01 00:00:00
32338,309938,3,Физика,экз,3,E,55.0,2013-01-01 00:00:00
32339,309938,3,Физические основы электроники,экз,3,E,55.0,2013-01-01 00:00:00
32340,309938,3,Информатика (спец. главы),зач,4,B,83.0,2013-05-13 00:00:00
32341,309938,3,Иностранный язык,зач,з,B-,80.0,2013-05-21 00:00:00
32342,309938,3,Организационная психология,зач,4,B,83.0,2013-05-29 00:00:00
32343,309938,4,Теория вероятностей и математическая статистика,экз,4,C,78.0,2012-06-29 00:00:00
32344,309938,4,Философия,экз,5,A,95.0,2013-01-01 00:00:00
32345,309938,4,Теория электрических цепей (дополнительные разделы),КР,ня,,,2013-06-18 00:00:00
32346,309938,4,Иностранный язык,зач,ня,,,2013-06-19 00:00:00
32347,309938,4,Физическая культура,зач,з,,,2013-06-20 00:00:00
32348,309938,4,Теория электрических цепей (дополнительные разделы),зач,нд,,,2013-06-21 00:00:00
32349,309938,4,Радиофизика,зач,ня,,,2013-06-26 00:00:00
32350,309938,4,Теория вероятностей и математическая статистика,экз,нд,,,2013-06-30 00:00:00
32351,309938,4,Общая теория связи,экз,нд,,,2013-07-03 00:00:00
32352,309938,4,Иностранный язык,зач,з,B-,82.0,2013-07-05 00:00:00
32353,309938,4,Теория электрических цепей (дополнительные разделы),КР,4,C,74.0,2013-07-08 00:00:00
32354,309938,4,Радиофизика,зач,3,D-,60.0,2013-07-09 00:00:00
32355,309938,4,Электроника,экз,4,C,75.0,2013-07-11 00:00:00
32356,309938,4,Теория вероятностей и математическая статистика,экз,4,C,75.0,2013-09-06 00:00:00
32357,309938,4,Учебная практика,прак,нд,,,2013-09-10 00:00:00
32358,309938,4,Учебная практика,прак,5,A,95.0,2013-09-17 00:00:00
32359,309938,4,Общая теория связи,экз,3,E,54.0,2013-09-25 00:00:00
32360,309938,4,Теория электрических цепей (дополнительные разделы),зач,3,D-,61.0,2015-06-24 00:00:00
